timestamp,Pond_ID,Fish_Species,pH,Temperature,TDS,Turbidity,Distance,Red,Green,Blue,Clear,Water_Type
2026-06-19T17:39:09.106200,1,Tengra,7.08,26.4,800.0,2.79,0.5,252,252,252,252,Clear
2026-06-19T17:39:10.106277,1,Tengra,7.13,26.3,800.0,2.81,0.65,252,252,252,252,Clear
2026-06-19T17:39:11.106357,1,Tengra,7.12,26.3,800.0,2.89,0.53,252,252,252,252,Clear
2026-06-19T17:39:12.106451,1,Tengra,7.14,26.2,800.0,2.9,0.62,252,252,252,252,Clear
2026-06-19T17:39:13.106540,1,Tengra,7.13,26.2,800.0,2.91,0.53,252,252,252,252,Clear
2026-06-19T17:39:14.106617,1,Tengra,7.13,26.2,800.0,2.92,0.64,252,252,252,252,Clear
2026-06-19T17:39:15.106696,1,Tengra,7.14,26.2,800.0,2.92,0.53,252,252,252,252,Clear
2026-06-19T17:39:16.106780,1,Tengra,7.13,26.2,800.0,2.91,0.54,252,252,252,252,Clear
2026-06-19T17:39:17.106872,1,Tengra,7.13,26.1,800.0,2.93,0.53,252,252,252,252,Clear
2026-06-19T17:39:18.106964,1,Tengra,7.14,26.1,800.0,2.89,0.54,252,252,252,252,Clear
2026-06-19T17:39:19.107056,1,Tengra,7.13,26.0,800.0,2.92,0.54,252,252,252,252,Clear
2026-06-19T17:39:20.107141,1,Tengra,7.14,26.0,800.0,2.92,0.49,252,252,252,252,Clear
2026-06-19T17:39:21.107222,1,Tengra,7.16,26.2,800.0,3.07,0.75,252,252,252,252,Contaminated
2026-06-19T17:39:22.107278,1,Tengra,7.15,26.2,800.0,3.05,0.75,252,252,252,252,Contaminated
2026-06-19T17:39:23.107360,1,Tengra,7.17,26.2,800.0,3.05,0.49,252,252,252,252,Contaminated
2026-06-19T17:39:24.107451,1,Tengra,7.18,26.2,800.0,3.09,0.62,252,252,252,252,Contaminated
2026-06-19T17:39:25.107541,1,Tengra,7.21,26.2,800.0,2.99,0.6,252,252,252,252,Clear
2026-06-19T17:39:26.107624,1,Tengra,7.21,26.2,800.0,2.94,0.59,252,252,252,252,Clear
2026-06-19T17:39:27.107710,1,Tengra,7.21,26.2,800.0,3.0,0.61,252,252,252,252,Clear
2026-06-19T17:39:28.107791,1,Tengra,7.14,26.2,800.0,2.94,0.58,252,252,252,252,Clear
2026-06-19T17:39:29.107875,1,Tengra,7.15,26.2,800.0,2.92,0.58,252,252,252,252,Clear
2026-06-19T17:39:30.107958,1,Tengra,7.13,26.2,800.0,2.94,0.52,252,252,252,252,Clear
2026-06-19T17:39:31.108045,1,Tengra,7.14,26.2,800.0,3.02,0.55,252,252,252,252,Contaminated
2026-06-19T17:39:32.108128,1,Tengra,7.2,26.1,800.0,3.21,0.51,252,252,252,252,Contaminated
2026-06-19T17:39:33.108213,1,Tengra,7.2,26.0,800.0,3.17,0.65,252,252,252,252,Contaminated
2026-06-19T17:39:34.108301,1,Tengra,7.22,26.1,800.0,3.17,0.71,252,252,252,252,Contaminated
2026-06-19T17:39:35.108387,1,Tengra,7.29,25.9,800.0,3.22,0.7,252,252,252,252,Contaminated
2026-06-19T17:39:36.108476,1,Tengra,7.34,25.8,800.0,3.33,0.68,252,252,252,252,Contaminated
2026-06-19T17:39:37.108566,1,Tengra,7.25,25.9,800.0,3.21,0.44,252,252,252,252,Contaminated
2026-06-19T17:39:38.108653,1,Tengra,7.27,25.7,800.0,3.29,0.5,252,252,252,252,Contaminated
2026-06-19T17:39:39.108731,1,Tengra,7.25,25.7,800.0,3.28,0.43,252,252,252,252,Contaminated
2026-06-19T17:39:40.108808,1,Tengra,7.27,25.4,800.0,3.31,0.4,252,252,252,252,Contaminated
2026-06-19T17:39:41.108889,1,Tengra,7.37,25.7,800.0,3.61,0.41,252,252,252,252,Contaminated
2026-06-19T17:39:42.108972,1,Tengra,7.42,25.5,800.0,3.45,0.42,252,252,252,252,Contaminated
2026-06-19T17:39:43.109057,1,Tengra,7.26,25.9,800.0,3.26,0.42,252,252,252,252,Contaminated
2026-06-19T17:39:44.109139,1,Tengra,7.26,25.9,800.0,3.23,0.48,252,252,252,252,Contaminated
2026-06-19T17:39:45.109216,1,Tengra,7.19,25.9,800.0,3.12,0.42,252,252,252,252,Contaminated
2026-06-19T17:39:46.109295,1,Tengra,7.23,25.8,800.0,3.31,0.39,252,252,252,252,Contaminated
2026-06-19T17:39:47.109382,1,Tengra,7.26,25.8,800.0,3.55,0.42,252,252,252,252,Contaminated
2026-06-19T17:39:48.109467,1,Tengra,7.31,25.9,800.0,3.45,0.42,252,252,252,252,Contaminated
2026-06-19T17:39:49.109552,1,Tengra,7.27,26.0,800.0,3.3,0.42,252,252,252,252,Contaminated
2026-06-19T17:39:50.109640,1,Tengra,7.21,26.1,800.0,3.25,0.43,252,252,252,252,Contaminated
2026-06-19T17:39:51.109728,1,Tengra,7.19,26.0,800.0,3.19,0.41,252,252,252,252,Contaminated
2026-06-19T17:39:52.109812,1,Tengra,7.2,25.8,800.0,3.28,0.43,252,252,252,252,Contaminated
2026-06-19T17:39:53.109850,1,Tengra,7.24,25.9,800.0,3.5,0.42,252,252,252,252,Contaminated
2026-06-19T17:39:54.109928,1,Tengra,7.3,25.9,800.0,3.48,0.43,252,252,252,252,Contaminated
2026-06-19T17:39:55.110021,1,Tengra,7.4,25.8,800.0,3.6,0.42,252,252,252,252,Contaminated
2026-06-19T17:39:56.110123,1,Tengra,7.32,25.8,800.0,3.58,0.49,252,252,252,252,Contaminated
2026-06-19T17:39:57.110212,1,Tengra,7.3,25.6,800.0,3.48,0.42,252,252,252,252,Contaminated
2026-06-19T17:39:58.110293,1,Tengra,7.29,25.6,800.0,3.42,0.43,252,252,252,252,Contaminated
2026-06-19T17:39:59.110377,1,Tengra,7.34,25.8,800.0,3.64,0.41,252,252,252,252,Contaminated
2026-06-19T17:40:00.110439,1,Tengra,7.4,25.8,800.0,3.55,0.43,252,252,252,252,Contaminated
2026-06-19T17:40:01.110524,1,Tengra,7.34,25.7,800.0,3.49,0.38,252,252,252,252,Contaminated
2026-06-19T17:40:02.110612,1,Tengra,7.33,25.7,800.0,3.56,0.39,252,252,252,252,Contaminated
2026-06-19T17:40:03.110693,1,Tengra,7.35,25.6,800.0,3.67,0.38,252,252,252,252,Contaminated
2026-06-19T17:40:04.110786,1,Tengra,7.33,26.0,800.0,3.36,0.41,252,252,252,252,Contaminated
2026-06-19T17:40:05.110879,1,Tengra,7.26,26.1,800.0,3.35,0.38,252,252,252,252,Contaminated
2026-06-19T17:40:06.110984,1,Tengra,7.21,26.2,800.0,3.29,0.38,252,252,252,252,Contaminated
2026-06-19T17:40:07.111073,1,Tengra,7.2,26.0,800.0,3.28,0.38,252,252,252,252,Contaminated
2026-06-19T17:40:08.111129,1,Tengra,7.23,25.9,800.0,3.27,0.37,252,252,252,252,Contaminated
2026-06-19T17:40:09.111227,1,Tengra,7.25,26.1,800.0,3.5,0.37,252,252,252,252,Contaminated
2026-06-19T17:40:10.111323,1,Tengra,7.27,26.1,800.0,3.33,0.36,252,252,252,252,Contaminated
2026-06-19T17:40:11.111403,1,Tengra,7.29,26.0,800.0,3.42,0.4,252,252,252,252,Contaminated
2026-06-19T17:40:12.113120,1,Tengra,7.26,25.8,800.0,3.35,0.34,252,252,252,252,Contaminated
2026-06-19T17:40:13.113205,1,Tengra,7.27,26.4,800.0,3.37,0.37,252,252,252,252,Contaminated
2026-06-19T17:40:14.113291,1,Tengra,7.22,26.5,800.0,3.07,0.36,252,252,252,252,Contaminated
2026-06-19T17:40:15.113383,1,Tengra,7.2,26.4,800.0,3.06,0.39,252,252,252,252,Contaminated
2026-06-19T17:40:16.113473,1,Tengra,7.19,26.3,800.0,3.04,0.38,252,252,252,252,Contaminated
2026-06-19T17:40:17.113555,1,Tengra,7.16,26.5,800.0,3.13,0.34,252,252,252,252,Contaminated
2026-06-19T17:40:18.113639,1,Tengra,7.25,26.5,800.0,2.95,0.35,252,252,252,252,Clear
2026-06-19T17:40:19.113734,1,Tengra,7.13,26.8,800.0,2.83,0.33,252,252,252,252,Clear
2026-06-19T17:40:20.113821,1,Tengra,7.13,26.5,800.0,2.92,0.31,252,252,252,252,Clear
2026-06-19T17:40:21.113901,1,Tengra,7.2,26.9,800.0,2.97,0.33,252,252,252,252,Clear
2026-06-19T17:40:22.113987,1,Tengra,7.16,26.9,800.0,2.89,0.35,252,252,252,252,Clear
2026-06-19T17:40:23.114072,1,Tengra,7.11,27.0,800.0,2.88,0.34,252,252,252,252,Clear
2026-06-19T17:40:24.114154,1,Tengra,7.11,26.7,800.0,2.9,0.35,252,252,252,252,Clear
2026-06-19T17:40:25.114236,1,Tengra,7.15,27.0,800.0,2.99,0.35,252,252,252,252,Clear
2026-06-19T17:40:26.114318,1,Tengra,7.17,27.0,800.0,2.87,0.38,252,252,252,252,Clear
2026-06-19T17:40:27.114397,1,Tengra,7.12,27.1,800.0,2.87,0.33,252,252,252,252,Clear
2026-06-19T17:40:28.114529,1,Tengra,7.11,26.9,800.0,2.87,0.34,252,252,252,252,Clear
2026-06-19T17:40:29.114605,1,Tengra,7.11,26.9,800.0,2.79,0.36,252,252,252,252,Clear
2026-06-19T17:40:30.114682,1,Tengra,7.17,27.2,800.0,2.82,0.34,252,252,252,252,Clear
2026-06-19T17:40:31.114760,1,Tengra,7.1,27.2,800.0,2.8,0.37,252,252,252,252,Clear
2026-06-19T17:40:32.114838,1,Tengra,7.09,26.9,800.0,2.68,0.37,252,252,252,252,Clear
2026-06-19T17:40:33.114917,1,Tengra,7.1,27.2,800.0,2.83,0.37,252,252,252,252,Clear
2026-06-19T17:40:34.115001,1,Tengra,7.18,27.3,800.0,2.78,0.37,252,252,252,252,Clear
2026-06-19T17:40:35.115091,1,Tengra,7.15,27.3,800.0,2.76,0.36,252,252,252,252,Clear
2026-06-19T17:40:36.115176,1,Tengra,7.11,27.3,800.0,2.78,0.37,252,252,252,252,Clear
2026-06-19T17:40:37.115265,1,Tengra,7.11,27.2,800.0,2.79,0.42,252,252,252,252,Clear
2026-06-19T17:40:38.115358,1,Tengra,7.17,27.2,800.0,2.93,0.34,252,252,252,252,Clear
2026-06-19T17:40:39.115449,1,Tengra,7.16,27.0,800.0,3.04,0.3,252,252,252,252,Contaminated
2026-06-19T17:40:40.115535,1,Tengra,7.14,26.9,800.0,2.93,0.38,252,252,252,252,Clear
2026-06-19T17:40:41.115625,1,Tengra,7.16,27.2,800.0,2.96,0.4,252,252,252,252,Clear
2026-06-19T17:40:42.115705,1,Tengra,7.15,26.9,800.0,3.0,0.35,252,252,252,252,Clear
2026-06-19T17:40:43.115789,1,Tengra,7.18,27.2,800.0,2.76,0.33,252,252,252,252,Clear
2026-06-19T17:40:44.115870,1,Tengra,7.17,26.9,800.0,2.63,0.31,252,252,252,252,Clear
2026-06-19T17:40:45.115958,1,Tengra,7.25,27.2,800.0,2.62,0.31,252,252,252,252,Clear
2026-06-19T17:40:46.116046,1,Tengra,7.2,27.2,800.0,2.74,0.31,252,252,252,252,Clear
2026-06-19T17:40:47.116143,1,Tengra,7.16,27.3,800.0,2.83,0.31,252,252,252,252,Clear
2026-06-19T17:40:48.116245,1,Tengra,7.22,27.4,800.0,2.68,0.32,252,252,252,252,Clear
2026-06-19T17:40:49.116328,1,Tengra,7.16,27.4,800.0,2.56,0.34,252,252,252,252,Clear
2026-06-19T17:40:50.116418,1,Tengra,7.21,27.4,800.0,2.63,0.41,252,252,252,252,Clear
2026-06-19T17:40:51.116512,1,Tengra,7.17,27.4,800.0,2.42,0.37,252,252,252,252,Clear
2026-06-19T17:40:52.116602,1,Tengra,7.14,27.5,800.0,2.58,0.34,252,252,252,252,Clear
2026-06-19T17:40:53.116686,1,Tengra,7.17,27.6,800.0,2.61,0.32,252,252,252,252,Clear
2026-06-19T17:40:54.116761,1,Tengra,7.19,27.6,800.0,2.33,0.34,252,252,252,252,Clear
2026-06-19T17:40:55.116845,1,Tengra,7.22,27.7,800.0,2.75,0.34,252,252,252,252,Clear
2026-06-19T17:40:56.116927,1,Tengra,7.19,27.8,800.0,2.65,0.35,252,252,252,252,Clear
2026-06-19T17:40:57.117017,1,Tengra,7.13,27.7,800.0,2.52,0.35,252,252,252,252,Clear
2026-06-19T17:40:58.117105,1,Tengra,7.11,27.8,800.0,2.52,0.36,252,252,252,252,Clear
2026-06-19T17:40:59.117219,1,Tengra,7.11,28.1,800.0,2.66,0.45,252,252,252,252,Clear
2026-06-19T17:41:00.117306,1,Tengra,7.12,27.9,800.0,2.5,0.49,252,252,252,252,Clear
2026-06-19T17:41:01.117399,1,Tengra,7.18,28.2,800.0,2.59,0.48,252,252,252,252,Clear
2026-06-19T17:41:02.117486,1,Tengra,7.12,28.2,800.0,2.62,0.48,252,252,252,252,Clear
2026-06-19T17:41:03.117570,1,Tengra,7.13,28.3,800.0,2.5,0.48,252,252,252,252,Clear
2026-06-19T17:41:04.117657,1,Tengra,7.14,28.4,800.0,2.69,0.46,252,252,252,252,Clear
2026-06-19T17:41:05.117740,1,Tengra,7.13,28.2,800.0,2.52,0.53,252,252,252,252,Clear
2026-06-19T17:41:06.117824,1,Tengra,7.16,28.5,800.0,2.68,0.34,252,252,252,252,Clear
