timestamp,Pond_ID,Fish_Species,pH,Temperature,TDS,Turbidity,Distance,Water_Type
2026-07-03T16:34:23.346586,1,Tengra,7.02,34.8,360.66,1.5,1.11,Clear
2026-07-03T16:34:24.346677,1,Tengra,7.02,34.8,360.66,1.5,1.11,Clear
2026-07-03T16:34:25.346765,1,Tengra,7.02,34.8,360.66,1.5,1.11,Clear
2026-07-03T16:34:26.346876,1,Tengra,6.97,34.7,360.98,1.55,1.13,Clear
2026-07-03T16:34:27.346973,1,Tengra,6.97,34.7,360.98,1.55,1.13,Clear
2026-07-03T16:34:28.347057,1,Tengra,6.97,34.7,360.98,1.55,1.13,Clear
2026-07-03T16:34:29.347161,1,Tengra,7.07,34.8,360.7,1.64,1.12,Clear
2026-07-03T16:34:30.347263,1,Tengra,7.07,34.8,360.7,1.64,1.12,Clear
2026-07-03T16:34:31.347354,1,Tengra,7.07,34.8,360.7,1.64,1.12,Clear
2026-07-03T16:34:32.347445,1,Tengra,7.02,35.0,357.69,1.62,0.95,Clear
2026-07-03T16:34:33.347548,1,Tengra,7.02,35.0,357.69,1.62,0.95,Clear
2026-07-03T16:34:34.347639,1,Tengra,7.02,35.0,357.69,1.62,0.95,Clear
2026-07-03T16:34:35.347731,1,Tengra,7.05,34.7,360.7,1.67,0.93,Clear
2026-07-03T16:34:36.347827,1,Tengra,7.05,34.7,360.7,1.67,0.93,Clear
2026-07-03T16:34:37.347935,1,Tengra,7.05,34.7,360.7,1.67,0.93,Clear
2026-07-03T16:34:38.348024,1,Tengra,6.99,34.9,360.79,1.64,1.13,Clear
2026-07-03T16:34:39.348119,1,Tengra,6.99,34.9,360.79,1.64,1.13,Clear
2026-07-03T16:34:40.348199,1,Tengra,6.99,34.9,360.79,1.64,1.13,Clear
2026-07-03T16:34:41.348279,1,Tengra,6.99,34.9,360.56,1.69,1.16,Clear
2026-07-03T16:34:42.348383,1,Tengra,6.99,34.9,360.56,1.69,1.16,Clear
2026-07-03T16:34:43.348467,1,Tengra,6.99,34.9,360.56,1.69,1.16,Clear
2026-07-03T16:34:44.348555,1,Tengra,6.99,34.9,361.63,1.74,0.96,Clear
2026-07-03T16:34:45.348657,1,Tengra,6.99,34.9,361.63,1.74,0.96,Clear
2026-07-03T16:34:46.348790,1,Tengra,6.99,34.9,361.63,1.74,0.96,Clear
2026-07-03T16:34:47.348907,1,Tengra,7.03,35.1,361.81,1.88,1.16,Clear
2026-07-03T16:34:48.348991,1,Tengra,7.03,35.1,361.81,1.88,1.16,Clear
2026-07-03T16:34:49.349073,1,Tengra,7.03,35.1,361.81,1.88,1.16,Clear
2026-07-03T16:34:50.349163,1,Tengra,7.15,34.3,353.62,1.96,0.94,Clear
2026-07-03T16:34:51.349247,1,Tengra,7.15,34.3,353.62,1.96,0.94,Clear
2026-07-03T16:34:52.349349,1,Tengra,7.15,34.3,353.62,1.96,0.94,Clear
2026-07-03T16:34:53.349437,1,Tengra,7.11,34.3,353.11,1.95,1.11,Clear
2026-07-03T16:34:54.349530,1,Tengra,7.11,34.3,353.11,1.95,1.11,Clear
2026-07-03T16:34:55.349627,1,Tengra,7.11,34.3,353.11,1.95,1.11,Clear
