timestamp,Pond_ID,Fish_Species,pH,Temperature,TDS,Turbidity,Distance,Water_Type
2026-07-03T16:04:01.937897,1,Tengra,6.99,36.1,304.36,0.5,3.64,Clear
2026-07-03T16:04:02.938211,1,Tengra,6.99,36.1,304.36,0.5,3.64,Clear
2026-07-03T16:04:03.938635,1,Tengra,6.93,35.9,303.39,0.5,2.79,Clear
2026-07-03T16:04:04.938745,1,Tengra,6.93,35.9,303.39,0.5,2.79,Clear
2026-07-03T16:04:05.938833,1,Tengra,6.93,35.9,303.39,0.5,2.79,Clear
2026-07-03T16:04:06.938949,1,Tengra,6.98,35.9,301.49,0.5,4.0,Clear
2026-07-03T16:04:07.939061,1,Tengra,6.98,35.9,301.49,0.5,4.0,Clear
2026-07-03T16:04:08.939145,1,Tengra,6.98,35.9,301.49,0.5,4.0,Clear
2026-07-03T16:04:09.939266,1,Tengra,6.98,36.0,302.7,0.69,3.37,Clear
2026-07-03T16:04:10.939353,1,Tengra,6.98,36.0,302.7,0.69,3.37,Clear
2026-07-03T16:04:11.939443,1,Tengra,6.98,36.0,302.7,0.69,3.37,Clear
2026-07-03T16:04:12.939541,1,Tengra,6.95,35.8,302.65,1.01,4.0,Clear
2026-07-03T16:04:13.939642,1,Tengra,6.95,35.8,302.65,1.01,4.0,Clear
2026-07-03T16:04:14.939953,1,Tengra,6.95,35.8,302.65,1.01,4.0,Clear
2026-07-03T16:04:15.940062,1,Tengra,7.02,35.8,297.61,1.21,2.38,Clear
2026-07-03T16:04:16.940174,1,Tengra,7.02,35.8,297.61,1.21,2.38,Clear
2026-07-03T16:04:17.940295,1,Tengra,6.99,35.9,301.91,0.81,3.59,Clear
2026-07-03T16:04:18.943373,1,Tengra,6.99,35.9,301.91,0.81,3.59,Clear
2026-07-03T16:04:19.943493,1,Tengra,6.99,35.9,301.91,0.81,3.59,Clear
2026-07-03T16:04:20.943603,1,Tengra,6.97,36.0,302.42,0.72,2.74,Clear
2026-07-03T16:04:21.943687,1,Tengra,6.97,36.0,302.42,0.72,2.74,Clear
2026-07-03T16:04:22.943837,1,Tengra,6.97,36.0,302.42,0.72,2.74,Clear
2026-07-03T16:04:23.943950,1,Tengra,7.0,35.7,302.33,0.5,3.63,Clear
2026-07-03T16:04:24.944036,1,Tengra,7.0,35.7,302.33,0.5,3.63,Clear
2026-07-03T16:04:25.944127,1,Tengra,7.0,35.7,302.33,0.5,3.63,Clear
2026-07-03T16:04:26.946033,1,Tengra,6.95,35.8,302.28,0.5,4.0,Clear
2026-07-03T16:04:27.946129,1,Tengra,6.95,35.8,302.28,0.5,4.0,Clear
2026-07-03T16:04:28.946226,1,Tengra,6.95,35.8,302.28,0.5,4.0,Clear
2026-07-03T16:04:29.946323,1,Tengra,7.02,35.8,301.73,0.5,4.0,Clear
2026-07-03T16:04:30.946439,1,Tengra,7.02,35.8,301.73,0.5,4.0,Clear
2026-07-03T16:04:31.946792,1,Tengra,7.02,35.8,301.73,0.5,4.0,Clear
