timestamp,Pond_ID,Fish_Species,pH,Temperature,TDS,Turbidity,Distance,Water_Type
2026-07-05T14:34:48.324337,1,Tengra,7.41,34.1,940.5,14.96,0.21,Contaminated
2026-07-05T14:34:49.324418,1,Tengra,7.39,33.9,933.94,14.96,0.21,Contaminated
2026-07-05T14:34:50.324505,1,Tengra,7.45,34.2,931.81,14.96,0.21,Contaminated
2026-07-05T14:34:51.324594,1,Tengra,7.4,33.8,941.31,14.96,0.21,Contaminated
2026-07-05T14:34:52.324675,1,Tengra,7.42,34.1,936.94,14.96,0.21,Contaminated
2026-07-05T14:34:53.324761,1,Tengra,7.41,34.1,933.94,14.96,0.21,Contaminated
2026-07-05T14:34:54.324858,1,Tengra,7.41,34.0,929.38,14.96,0.21,Contaminated
2026-07-05T14:34:55.324995,1,Tengra,7.42,34.0,928.12,14.96,0.21,Contaminated
2026-07-05T14:34:56.325085,1,Tengra,7.4,33.8,934.06,14.96,0.21,Contaminated
2026-07-05T14:34:57.325180,1,Tengra,7.49,34.0,931.12,14.96,0.21,Contaminated
2026-07-05T14:34:58.325287,1,Tengra,7.43,33.9,932.25,14.96,0.21,Contaminated
2026-07-05T14:34:59.325382,1,Tengra,7.42,33.9,929.81,14.96,0.21,Contaminated
2026-07-05T14:35:00.325471,1,Tengra,7.43,34.1,924.31,14.96,0.21,Contaminated
2026-07-05T14:35:01.325566,1,Tengra,7.42,33.8,931.12,14.96,0.21,Contaminated
2026-07-05T14:35:02.325653,1,Tengra,7.43,34.1,945.81,14.96,0.21,Contaminated
2026-07-05T14:35:03.325733,1,Tengra,7.42,33.7,964.12,14.96,0.21,Contaminated
2026-07-05T14:35:04.325818,1,Tengra,7.47,34.1,980.06,14.96,0.21,Contaminated
2026-07-05T14:35:05.325901,1,Tengra,7.4,34.0,980.12,14.96,0.21,Contaminated
2026-07-05T14:35:06.325984,1,Tengra,7.41,33.9,974.63,14.96,0.21,Contaminated
2026-07-05T14:35:07.326072,1,Tengra,7.41,34.1,963.69,14.96,0.21,Contaminated
2026-07-05T14:35:08.326164,1,Tengra,7.4,33.9,955.63,14.96,0.21,Contaminated
2026-07-05T14:35:09.326258,1,Tengra,7.45,34.1,951.88,14.96,0.21,Contaminated
2026-07-05T14:35:10.326340,1,Tengra,7.41,34.0,952.62,14.96,0.21,Contaminated
2026-07-05T14:35:11.326430,1,Tengra,7.47,34.1,947.5,14.96,0.21,Contaminated
2026-07-05T14:35:12.326515,1,Tengra,7.42,34.1,943.56,14.96,0.2,Contaminated
2026-07-05T14:35:13.326599,1,Tengra,7.42,33.9,941.88,14.96,0.2,Contaminated
2026-07-05T14:35:14.326689,1,Tengra,7.47,34.1,943.38,14.96,0.21,Contaminated
2026-07-05T14:35:15.326781,1,Tengra,7.41,34.1,949.75,14.96,0.21,Contaminated
2026-07-05T14:35:16.326871,1,Tengra,7.4,34.1,949.5,14.96,0.21,Contaminated
2026-07-05T14:35:17.327050,1,Tengra,7.42,34.0,953.44,14.96,0.21,Contaminated
