timestamp,Pond_ID,Fish_Species,pH,Temperature,TDS,Turbidity,Distance,Water_Type
2026-07-05T14:32:28.306508,1,Tengra,7.38,34.2,951.12,14.96,0.21,Contaminated
2026-07-05T14:32:29.306593,1,Tengra,7.41,34.2,946.5,14.96,0.21,Contaminated
2026-07-05T14:32:30.306682,1,Tengra,7.39,34.2,947.69,14.96,0.21,Contaminated
2026-07-05T14:32:31.306778,1,Tengra,7.38,34.1,944.75,14.96,0.21,Contaminated
2026-07-05T14:32:32.306869,1,Tengra,7.4,34.2,946.06,14.96,0.21,Contaminated
2026-07-05T14:32:33.307469,1,Tengra,7.4,33.9,946.69,14.96,0.21,Contaminated
2026-07-05T14:32:34.307567,1,Tengra,7.4,34.2,941.5,14.96,0.21,Contaminated
2026-07-05T14:32:35.307654,1,Tengra,7.38,34.2,941.81,14.96,0.21,Contaminated
2026-07-05T14:32:36.307804,1,Tengra,7.38,34.1,941.12,14.96,0.21,Contaminated
2026-07-05T14:32:37.307922,1,Tengra,7.39,34.2,941.38,14.96,0.21,Contaminated
2026-07-05T14:32:38.308015,1,Tengra,7.39,33.9,943.19,14.96,0.21,Contaminated
2026-07-05T14:32:39.308150,1,Tengra,7.46,34.2,941.75,14.96,0.21,Contaminated
2026-07-05T14:32:40.308238,1,Tengra,7.39,34.0,944.19,14.96,0.21,Contaminated
2026-07-05T14:32:41.308322,1,Tengra,7.45,34.2,942.56,14.96,0.21,Contaminated
2026-07-05T14:32:42.308411,1,Tengra,7.4,34.2,943.06,14.96,0.21,Contaminated
2026-07-05T14:32:43.308508,1,Tengra,7.38,33.9,942.25,14.96,0.21,Contaminated
2026-07-05T14:32:44.308601,1,Tengra,7.45,34.1,938.06,14.96,0.21,Contaminated
2026-07-05T14:32:45.308694,1,Tengra,7.39,33.9,940.94,14.96,0.21,Contaminated
2026-07-05T14:32:46.308794,1,Tengra,7.47,34.1,937.12,14.96,0.21,Contaminated
2026-07-05T14:32:47.308886,1,Tengra,7.41,34.1,939.44,14.96,0.21,Contaminated
2026-07-05T14:32:48.308985,1,Tengra,7.47,34.1,937.06,14.96,0.21,Contaminated
2026-07-05T14:32:49.309075,1,Tengra,7.42,34.1,938.19,14.96,0.21,Contaminated
2026-07-05T14:32:50.309159,1,Tengra,7.4,33.9,938.75,14.96,0.21,Contaminated
2026-07-05T14:32:51.309245,1,Tengra,7.46,34.1,938.69,14.96,0.21,Contaminated
2026-07-05T14:32:52.309338,1,Tengra,7.39,33.9,940.94,14.96,0.21,Contaminated
2026-07-05T14:32:53.309424,1,Tengra,7.47,34.1,934.06,14.96,0.21,Contaminated
2026-07-05T14:32:54.309512,1,Tengra,7.41,34.1,935.0,14.96,0.21,Contaminated
2026-07-05T14:32:55.309597,1,Tengra,7.48,34.1,931.5,14.96,0.21,Contaminated
2026-07-05T14:32:56.309687,1,Tengra,7.42,34.1,933.69,14.96,0.21,Contaminated
2026-07-05T14:32:57.309779,1,Tengra,7.4,33.8,937.94,14.96,0.21,Contaminated
